Janakpur RO
Kanchanpur DCS
Rajbiraj DCS
Hanuman Nagar SDC
Bodebarsain DCS
Lahan DCS
Mirchaiya DCS
Siraha DCS
Yedukuwa DCS
Janakpur DCS
DhanushaDham DCS
Sakhuwa DCS
Gaushala DCS
Bardibash SDC
Jalaeshor DCS
Barahthawa DCS
Malangwa DCS
Lalbandi DCS
Chandranigapur DCS
Maulapur DCS
Gaur DCS
Simrongadh DCS
Kalaiya DCS
Birgunj DCS
Pokhariya DCS
Simara DCS
Nijgadh SDC
