Biratnagar Regional Office
Taplegunj DCS
Panchthar DCS
Ilam DCS
Fickel SDC
Pashupatinagar SDC
Khadbari DCS
Chainour SDC
Tumlingtar SDC
Mudhe SDC
Terhathum DCS
Dhankuta DCS
Bhojpur DCS
Diktel DCS
Solukhumbu DCS
Okhaldhunga DCS
Udaypur DCS
BelTar SDC
Katari SDC
Dhulabari DCS
Budhabare SDC
Bhadrapur DCS
Anarmani DCS
Sanischare SDC
Surunga SDC
Damak DCS
Gauradah DCS
Rangeli DCS
Urlabari DCS
Belbari DCS
Biratnagar DCS
Rani SDC
Duhabi DCS
Inaruwa DCS
Itahari DCS
Dharan DCS
