Pradesh_No,Pradesh Name,Office Type,Office Name,Employee Type,ID Range Start,ID Range End
1,Koshi,DCS Office,Okhaldhunga DCS,Jyaladari,51003001,51003200
1,Koshi,DCS Office,Udaypur DCS,Karar,71001601,71001700
1,Koshi,DCS Office,Udaypur DCS,Myadi,61001601,61001700
1,Koshi,DCS Office,Udaypur DCS,Jyaladari,51003201,51003400
1,Koshi,DCS Office,BelTar SDC,Karar,71001701,71001800
1,Koshi,DCS Office,BelTar SDC,Myadi,61001701,61001800
1,Koshi,DCS Office,BelTar SDC,Jyaladari,51003401,51003600
1,Koshi,DCS Office,Katari SDC,Karar,71001801,71001900
1,Koshi,DCS Office,Katari SDC,Myadi,61001801,61001900
1,Koshi,DCS Office,Katari SDC,Jyaladari,51003601,51003800
1,Koshi,DCS Office,Dhulabari DCS,Karar,71001901,71002000
1,Koshi,DCS Office,Dhulabari DCS,Myadi,61001901,61002000
1,Koshi,DCS Office,Dhulabari DCS,Jyaladari,51003801,51004000
1,Koshi,DCS Office,Budhabare SDC,Karar,71002001,71002100
1,Koshi,DCS Office,Budhabare SDC,Myadi,61002001,61002100
1,Koshi,DCS Office,Budhabare SDC,Jyaladari,51004001,51004200
1,Koshi,DCS Office,Bhadrapur DCS,Karar,71002101,71002200
1,Koshi,DCS Office,Bhadrapur DCS,Myadi,61002101,61002200
1,Koshi,DCS Office,Bhadrapur DCS,Jyaladari,51004201,51004400
1,Koshi,DCS Office,Anarmani DCS,Karar,71002201,71002300
1,Koshi,DCS Office,Anarmani DCS,Myadi,61002201,61002300
1,Koshi,DCS Office,Anarmani DCS,Jyaladari,51004401,51004600
1,Koshi,DCS Office,Sanischare SDC,Karar,71002301,71002400
1,Koshi,DCS Office,Sanischare SDC,Myadi,61002301,61002400
1,Koshi,DCS Office,Sanischare SDC,Jyaladari,51004601,51004800
1,Koshi,DCS Office,Surunga SDC,Karar,71002401,71002500
1,Koshi,DCS Office,Surunga SDC,Myadi,61002401,61002500
1,Koshi,DCS Office,Surunga SDC,Jyaladari,51004801,51005000
1,Koshi,DCS Office,Damak DCS,Karar,71002501,71002600
1,Koshi,DCS Office,Damak DCS,Myadi,61002501,61002600
1,Koshi,DCS Office,Damak DCS,Jyaladari,51005001,51005200
1,Koshi,DCS Office,Gauradah DCS,Karar,71002601,71002700
1,Koshi,DCS Office,Gauradah DCS,Myadi,61002601,61002700
1,Koshi,DCS Office,Gauradah DCS,Jyaladari,51005201,51005400
1,Koshi,DCS Office,Rangeli DCS,Karar,71002701,71002800
1,Koshi,DCS Office,Rangeli DCS,Myadi,61002701,61002800
1,Koshi,DCS Office,Rangeli DCS,Jyaladari,51005401,51005600
1,Koshi,DCS Office,Urlabari DCS,Karar,71002801,71002900
1,Koshi,DCS Office,Urlabari DCS,Myadi,61002801,61002900
1,Koshi,DCS Office,Urlabari DCS,Jyaladari,51005601,51005800
1,Koshi,DCS Office,Belbari DCS,Karar,71002901,71003000
1,Koshi,DCS Office,Belbari DCS,Myadi,61002901,61003000
1,Koshi,DCS Office,Belbari DCS,Jyaladari,51005801,51006000
1,Koshi,DCS Office,Biratnagar DCS,Karar,71003001,71003100
1,Koshi,DCS Office,Biratnagar DCS,Myadi,61003001,61003100
1,Koshi,DCS Office,Biratnagar DCS,Jyaladari,51006001,51006200
1,Koshi,DCS Office,Rani SDC,Karar,71003101,71003200
1,Koshi,DCS Office,Rani SDC,Myadi,61003101,61003200
1,Koshi,DCS Office,Rani SDC,Jyaladari,51006201,51006400
1,Koshi,DCS Office,Duhabi DCS,Karar,71003201,71003300
1,Koshi,DCS Office,Duhabi DCS,Myadi,61003201,61003300
1,Koshi,DCS Office,Duhabi DCS,Jyaladari,51006401,51006600
1,Koshi,DCS Office,Inaruwa DCS,Karar,71003301,71003400
1,Koshi,DCS Office,Inaruwa DCS,Myadi,61003301,61003400
1,Koshi,DCS Office,Inaruwa DCS,Jyaladari,51006601,51006800
1,Koshi,DCS Office,Itahari DCS,Karar,71003401,71003500
1,Koshi,DCS Office,Itahari DCS,Myadi,61003401,61003500
1,Koshi,DCS Office,Itahari DCS,Jyaladari,51006801,51007000
1,Koshi,DCS Office,Dharan DCS,Karar,71003501,71003600
1,Koshi,DCS Office,Dharan DCS,Myadi,61003501,61003600
1,Koshi,DCS Office,Dharan DCS,Jyaladari,51007001,51007200
1,Koshi,Generation,,Karar,71010000,
1,Koshi,Generation,,Myadi,61010000,
1,Koshi,Generation,,Jyaladari,51010000,
1,Koshi,Transmission,,Karar,,71020000
1,Koshi,Transmission,,Myadi,,61020000
1,Koshi,Transmission,,Jyaladari,,51020000
