Pradesh_No,Pradesh Name,Office Type,Office Name,Employee Type,ID Range Start,ID Range End
5,Lumbini,DCS Office,Ghorahi DCS,Karar,75002301,75002400
5,Lumbini,DCS Office,Ghorahi DCS,Myadi,65002301,65002400
5,Lumbini,DCS Office,Ghorahi DCS,Jyaladari,55004601,55004800
5,Lumbini,DCS Office,Lamahi DCS,Karar,75002401,75002500
5,Lumbini,DCS Office,Lamahi DCS,Myadi,65002401,65002500
5,Lumbini,DCS Office,Lamahi DCS,Jyaladari,55004801,55005000
5,Lumbini,DCS Office,Tulsipur DCS,Karar,75002501,75002600
5,Lumbini,DCS Office,Tulsipur DCS,Myadi,65002501,65002600
5,Lumbini,DCS Office,Tulsipur DCS,Jyaladari,55005001,55005200
5,Lumbini,DCS Office,Kohalpur DCS,Karar,75002601,75002700
5,Lumbini,DCS Office,Kohalpur DCS,Myadi,65002601,65002700
5,Lumbini,DCS Office,Kohalpur DCS,Jyaladari,55005201,55005400
5,Lumbini,DCS Office,Nepalgunj DCS,Karar,75002701,75002800
5,Lumbini,DCS Office,Nepalgunj DCS,Myadi,65002701,65002800
5,Lumbini,DCS Office,Nepalgunj DCS,Jyaladari,55005401,55005600
5,Lumbini,DCS Office,Gulariya DCS,Karar,75002801,75002900
5,Lumbini,DCS Office,Gulariya DCS,Myadi,65002801,65002900
5,Lumbini,DCS Office,Gulariya DCS,Jyaladari,55005601,55005800
5,Lumbini,DCS Office,Rajapur DCS,Karar,75002901,75003000
5,Lumbini,DCS Office,Rajapur DCS,Myadi,65002901,65003000
5,Lumbini,DCS Office,Rajapur DCS,Jyaladari,55005801,55006000
5,Lumbini,DCS Office,Basghadi SDC,Karar,75003001,75003100
5,Lumbini,DCS Office,Basghadi SDC,Myadi,65003001,65003100
5,Lumbini,DCS Office,Basghadi SDC,Jyaladari,55006001,55006200
5,Lumbini,DCS Office,Bhurigaun SDC,Karar,75003101,75003200
5,Lumbini,DCS Office,Bhurigaun SDC,Myadi,65003101,65003200
5,Lumbini,DCS Office,Bhurigaun SDC,Jyaladari,55006201,55006400
5,Lumbini,Generation,,Karar,75010000,
5,Lumbini,Generation,,Myadi,65010000,
5,Lumbini,Generation,,Jyaladari,55010000,
5,Lumbini,Transmission,,Karar,75020000,
5,Lumbini,Transmission,,Myadi,65020000,
5,Lumbini,Transmission,,Jyaladari,55020000,
5,Lumbini,Engineering,,Karar,75030000,
5,Lumbini,Engineering,,Myadi,65030000,
5,Lumbini,Engineering,,Jyaladari,55030001,
